"","Name","Pos","Team","GamesPlayed","Goals","Assists","Points","SCH","GoalsPerSCH","AssistsPerSCH","PointsPerSCH","SkillRank","Season"
"2965","Peter Cehlarik","LW","Boston Bruins",11,0,2,0,925000,0,2.16,0,"D","2016/2017"
"2966","John Hayden","C","Chicago Blackhawks",12,1,3,0,925000,1.08,3.24,0,"D","2016/2017"
"2967","Nicolas Kerdiles","LW","Anaheim Ducks",1,0,0,0,925000,0,0,0,"D","2016/2017"
"2968","Andrew Poturalski","C","Carolina Hurricanes",2,0,0,0,925000,0,0,0,"D","2016/2017"
"2969","Roman Lyubimov","C","Philadelphia Flyers",47,4,2,0,925000,4.32,2.16,0,"D","2016/2017"
"2970","Nick Lappin","RW","New Jersey Devils",43,4,3,0,925000,4.32,3.24,0,"D","2016/2017"
"2971","Kevin Labanc","RW","San Jose Sharks",55,8,12,0,925000,8.65,12.97,0,"D","2016/2017"
"2972","Jake Guentzel","LW","Pittsburgh Penguins",40,16,17,0,925000,17.3,18.38,0,"D","2016/2017"
"2973","Daniel O'Regan","C","Buffalo Sabres",3,1,0,0,925000,1.08,0,0,"D","2016/2017"
"2974","Justin Scott","C","Columbus Blue Jackets",0,0,0,0,925000,0,0,0,"D","2016/2017"
"2975","Phillip Danault","C","Montreal Canadiens",82,13,27,40,912500,14.25,29.59,43.84,"C","2016/2017"
"2976","Andrej Nestrasil","RW","Carolina Hurricanes",19,1,4,5,912500,1.1,4.38,5.48,"D","2016/2017"
"2977","Tyler Bertuzzi","LW","Detroit Red Wings",7,0,0,0,910833,0,0,0,"D","2016/2017"
"2978","Andreas Athanasiou","C","Detroit Red Wings",64,18,11,29,902500,19.94,12.19,32.13,"C","2016/2017"
"2979","Justin Bailey","RW","Buffalo Sabres",32,2,2,4,902500,2.22,2.22,4.43,"D","2016/2017"
"2980","Jean-Gabriel Pageau","C","Ottawa Senators",82,12,21,33,9e+05,13.33,23.33,36.67,"C","2016/2017"
"2981","Markus Granlund","C","Vancouver Canucks",69,19,13,32,9e+05,21.11,14.44,35.56,"C","2016/2017"
"2982","Zach Hyman","LW","Toronto Maple Leafs",82,10,18,28,9e+05,11.11,20,31.11,"C","2016/2017"
"2983","Scottie Upshall","RW","St Louis Blues",73,9,8,18,9e+05,10,8.89,20,"D","2016/2017"
"2984","Riley Nash","C","Boston Bruins",81,7,10,17,9e+05,7.78,11.11,18.89,"D","2016/2017"
"2985","Chris Kelly","C","Anaheim Ducks",82,5,7,12,9e+05,5.56,7.78,13.33,"D","2016/2017"
"2986","Matt Puempel","LW","Detroit Red Wings",40,6,3,9,9e+05,6.67,3.33,10,"D","2016/2017"
"2987","Jared Boll","RW","Anaheim Ducks",51,0,3,3,9e+05,0,3.33,3.33,"D","2016/2017"
"2988","Ryan Garbutt","LW","Free Agent",27,2,1,3,9e+05,2.22,1.11,3.33,"D","2016/2017"
"2989","Tomas Jurco","LW","Chicago Blackhawks",29,1,0,0,9e+05,1.11,0,0,"D","2016/2017"
"2990","Brayden Point","C","Tampa Bay Lightning",68,18,22,40,894167,20.13,24.6,44.73,"C","2016/2017"
"2991","Connor Brown","RW","Toronto Maple Leafs",82,20,16,36,894167,22.37,17.89,40.26,"C","2016/2017"
"2992","Andre Burakovsky","LW","Washington Capitals",64,12,23,35,894167,13.42,25.72,39.14,"C","2016/2017"
"2993","Ryan Hartman","RW","Nashville Predators",76,19,12,31,894167,21.25,13.42,34.67,"C","2016/2017"
"2994","Josh Anderson","RW","Columbus Blue Jackets",78,17,12,29,894167,19.01,13.42,32.43,"C","2016/2017"
"2995","Chris Tierney","C","San Jose Sharks",80,11,12,23,894167,12.3,13.42,25.72,"C","2016/2017"
"2996","Brock McGinn","LW","Carolina Hurricanes",57,7,9,16,894167,7.83,10.07,17.89,"D","2016/2017"
"2997","Anthony Duclair","LW","Chicago Blackhawks",58,5,10,15,894167,5.59,11.18,16.78,"D","2016/2017"
"2998","Remi Elie","LW","Dallas Stars",18,1,6,7,894167,1.12,6.71,7.83,"D","2016/2017"
"2999","Adrian Kempe","C","Los Angeles Kings",25,2,4,6,894167,2.24,4.47,6.71,"D","2016/2017"
"3000","John Quenneville","C","New Jersey Devils",12,1,3,4,894167,1.12,3.36,4.47,"D","2016/2017"
"3001","Adam Erne","LW","Tampa Bay Lightning",26,3,0,3,894167,3.36,0,3.36,"D","2016/2017"
"3002","Laurent Dauphin","C","Arizona Coyotes",24,2,1,3,894167,2.24,1.12,3.36,"D","2016/2017"
"3003","Jason Dickinson","C","Dallas Stars",10,2,0,2,894167,2.24,0,2.24,"D","2016/2017"
"3004","Jujhar Khaira","LW","Edmonton Oilers",10,1,0,1,894167,1.12,0,1.12,"D","2016/2017"
"3005","Valentin Zykov","RW","Carolina Hurricanes",2,1,0,1,894167,1.12,0,1.12,"D","2016/2017"
"3006","Nick Paul","LW","Ottawa Senators",1,0,0,0,894167,0,0,0,"D","2016/2017"
"3007","Vladislav Kamenev","LW","Colorado Avalanche",2,0,0,0,894167,0,0,0,"D","2016/2017"
"3008","Richard Panik","LW","Arizona Coyotes",82,22,21,44,875000,25.14,24,50.29,"C","2016/2017"
"3009","Brett Ritchie","RW","Dallas Stars",78,16,8,24,875000,18.29,9.14,27.43,"C","2016/2017"
"3010","Chase De Leo","C","Winnipeg Jets",0,0,0,0,875000,0,0,0,"D","2016/2017"
"3011","Brandon Tanev","LW","Winnipeg Jets",51,2,2,4,874125,2.29,2.29,4.58,"D","2016/2017"
"3012","Tyler Gaudet","C","Arizona Coyotes",4,0,1,1,874125,0,1.14,1.14,"D","2016/2017"
"3013","Casey Bailey","C","Ottawa Senators",7,0,0,0,874125,0,0,0,"D","2016/2017"
"3014","Nick Baptiste","RW","Buffalo Sabres",14,3,1,4,870000,3.45,1.15,4.6,"D","2016/2017"
"3015","Anthony Mantha","RW","Detroit Red Wings",60,17,19,36,863333,19.69,22.01,41.7,"C","2016/2017"
"3016","Nicolas Petan","C","Winnipeg Jets",54,1,12,13,863333,1.16,13.9,15.06,"D","2016/2017"
"3017","Oliver Bjorkstrand","RW","Columbus Blue Jackets",26,6,7,13,863333,6.95,8.11,15.06,"D","2016/2017"
"3018","Ivan Barbashev","C","St Louis Blues",30,5,7,12,863333,5.79,8.11,13.9,"D","2016/2017"
"3019","Frederik Gauthier","C","Toronto Maple Leafs",21,2,1,3,863333,2.32,1.16,3.47,"D","2016/2017"
"3020","Kasperi Kapanen","RW","Toronto Maple Leafs",8,1,0,1,863333,1.16,0,1.16,"D","2016/2017"
"3021","Martin Frk","RW","Detroit Red Wings",2,0,0,0,863333,0,0,0,"D","2016/2017"
"3022","Shane Prince","RW","New York Islanders",50,5,13,18,850000,5.88,15.29,21.18,"D","2016/2017"
"3023","Will Carrier","LW","Vegas Golden Knights",41,5,3,8,848333,5.89,3.54,9.43,"D","2016/2017"
"3024","Nick Cousins","LW","Arizona Coyotes",60,5,11,16,840000,5.95,13.1,19.05,"D","2016/2017"
"3025","Taylor Leier","LW","Philadelphia Flyers",10,1,1,2,825050,1.21,1.21,2.42,"D","2016/2017"
"3026","Micheal Ferland","RW","Calgary Flames",76,15,10,25,825000,18.18,12.12,30.3,"C","2016/2017"
"3027","Cedric Paquette","C","Tampa Bay Lightning",58,4,6,10,812500,4.92,7.38,12.31,"D","2016/2017"
"3028","Teemu Pulkkinen","LW","Vegas Golden Knights",13,2,0,1,812500,2.46,0,1.23,"D","2016/2017"
"3029","Alex Chiasson","RW","Washington Capitals",81,12,12,24,8e+05,15,15,30,"C","2016/2017"
"3030","Tom Pyatt","C","Ottawa Senators",82,9,14,23,8e+05,11.25,17.5,28.75,"C","2016/2017"
"3031","Steve Ott","C","Montreal Canadiens",53,3,4,6,8e+05,3.75,5,7.5,"D","2016/2017"
"3032","Sergey Kalinin","RW","Toronto Maple Leafs",43,2,2,4,8e+05,2.5,2.5,5,"D","2016/2017"
"3033","Andrew Desjardins","C","New York Rangers",46,0,1,1,8e+05,0,1.25,1.25,"D","2016/2017"
"3034","Joe Labate","C","Vancouver Canucks",13,0,0,0,8e+05,0,0,0,"D","2016/2017"
"3035","Gabriel Bourque","RW","Colorado Avalanche",6,0,0,0,8e+05,0,0,0,"D","2016/2017"
"3036","Bracken Kearns","C","New Jersey Devils",2,0,0,0,8e+05,0,0,0,"D","2016/2017"
"3037","Joseph Blandisi","C","Anaheim Ducks",27,3,6,9,788333,3.81,7.61,11.42,"D","2016/2017"
"3038","Garnet Hathaway","LW","Calgary Flames",26,1,4,5,775000,1.29,5.16,6.45,"D","2016/2017"
"3039","Nicolas Deslauriers","RW","Montreal Canadiens",42,0,2,2,775000,0,2.58,2.58,"D","2016/2017"
"3040","Emerson Etem","RW","Arizona Coyotes",3,0,0,0,775000,0,0,0,"D","2016/2017"
"3041","Jonathan Marchessault","C","Vegas Golden Knights",75,30,21,51,750000,40,28,68,"C","2016/2017"
"3042","Ryan Dzingel","RW","Ottawa Senators",81,14,18,32,750000,18.67,24,42.67,"C","2016/2017"
"3043","Jordin Tootoo","RW","Chicago Blackhawks",50,2,1,3,750000,2.67,1.33,4,"D","2016/2017"
"3044","Lucas Wallmark","C","Carolina Hurricanes",8,0,2,2,750000,0,2.67,2.67,"D","2016/2017"
"3045","Kurtis Gabriel","RW","Minnesota Wild",13,0,1,1,750000,0,1.33,1.33,"D","2016/2017"
"3046","Blake Pietila","LW","New Jersey Devils",10,0,1,1,750000,0,1.33,1.33,"D","2016/2017"
"3047","Buddy Robinson","RW","Winnipeg Jets",4,0,0,0,750000,0,0,0,"D","2016/2017"
"3048","A.J. Greer","LW","Colorado Avalanche",5,0,1,0,750000,0,1.33,0,"D","2016/2017"
"3049","Mike Blunden","RW","Ottawa Senators",2,0,0,0,737500,0,0,0,"D","2016/2017"
"3050","Matthew Nieto","LW","Colorado Avalanche",59,7,6,2,735000,9.52,8.16,2.72,"D","2016/2017"
"3051","Beau Bennett","RW","St Louis Blues",65,8,11,19,725000,11.03,15.17,26.21,"D","2016/2017"
"3052","Tyler Pitlick","RW","Dallas Stars",31,8,3,11,725000,11.03,4.14,15.17,"D","2016/2017"
"3053","Daniel Carr","LW","Montreal Canadiens",33,2,7,9,725000,2.76,9.66,12.41,"D","2016/2017"
"3054","Iiro Pakarinen","RW","Edmonton Oilers",14,2,2,4,725000,2.76,2.76,5.52,"D","2016/2017"
"3055","Charles Hudon","LW","Montreal Canadiens",3,0,2,2,725000,0,2.76,2.76,"D","2016/2017"
"3056","Joseph Cramarossa","C","Vancouver Canucks",59,4,6,10,724500,5.52,8.28,13.8,"D","2016/2017"
"3057","Reid Boucher","C","Vancouver Canucks",39,6,4,2,715000,8.39,5.59,2.8,"D","2016/2017"
"3058","Chris VandeVelde","C","Philadelphia Flyers",81,6,9,15,712500,8.42,12.63,21.05,"D","2016/2017"
"3059","Pierre-Édouard Bellemare","C","Vegas Golden Knights",82,4,4,8,712500,5.61,5.61,11.23,"D","2016/2017"
"3060","Ondrej Kase","RW","Anaheim Ducks",53,5,10,15,706667,7.08,14.15,21.23,"D","2016/2017"
"3061","Jack Skille","RW","Vancouver Canucks",55,5,4,9,7e+05,7.14,5.71,12.86,"D","2016/2017"
"3062","Gemel Smith","LW","Dallas Stars",17,3,3,6,7e+05,4.29,4.29,8.57,"D","2016/2017"
"3063","Greg McKegg","C","Carolina Hurricanes",46,3,4,1,7e+05,4.29,5.71,1.43,"D","2016/2017"
"3064","Cal O'Reilly","C","Minnesota Wild",11,0,1,1,7e+05,0,1.43,1.43,"D","2016/2017"
"3065","Phil Varone","C","Philadelphia Flyers",7,0,0,0,7e+05,0,0,0,"D","2016/2017"
"3066","Linden Vey","RW","Calgary Flames",4,0,0,0,7e+05,0,0,0,"D","2016/2017"
"3067","Luke Gazdic","LW","New Jersey Devils",11,0,0,0,7e+05,0,0,0,"D","2016/2017"
"3068","Denis Malgin","C","Florida Panthers",47,6,4,10,693333,8.65,5.77,14.42,"D","2016/2017"
"3069","Curtis McKenzie","LW","Dallas Stars",53,6,10,16,675000,8.89,14.81,23.7,"D","2016/2017"
"3070","Ben Smith","RW","Toronto Maple Leafs",40,2,2,4,675000,2.96,2.96,5.93,"D","2016/2017"
"3071","Mason Raymond","LW","Free Agent",4,0,0,0,675000,0,0,0,"D","2016/2017"
